CVI Map File

Image file path:        c:\FlexiTester.OK\plugins\automat.dll
Timestamp:              6067110A (April 02 2021 12:41:46 GMT)
Preferred base address: 10000000

Rva+Base      Symbol                                        Module
100F5950      __imp___mbsnbcpy                              cvi.lib
100F5950      __imp__NewStatusBar                           cvi.lib
100F5950      __imp___UP_NIWatchdog_AddResetAction@4        cvi.lib
100F5950      __imp__RectCenter@20                          cvi.lib
100F5950      __imp__OpenCom@8                              cvi.lib
100F5950      __imp__PlotDigitalLines@24                    cvi.lib
100F5950      __imp___UP_LaunchExecutable@4                 cvi.lib
100F5950      __imp___UP_MapPhysicalMemory@16               cvi.lib
100F5950      __imp__acos                                   cvi.lib
100F5950      __imp__PlotBitmap@44                          cvi.lib
100F5950      __imp___UP_MakePathname@12                    cvi.lib
100F5950      __imp__atan                                   cvi.lib
100F5950      __imp__atof                                   cvi.lib
100F5950      __imp__PlotDigitalLinesMultiBus@32            cvi.lib
100F5950      __imp__atan2                                  cvi.lib
100F5950      __imp__RecallPanelState@12                    cvi.lib
100F5950      __imp__CmtScheduleThreadPoolFunctionAdv@36      cvi.lib
100F5950      __imp__PlotArc@56                             cvi.lib
100F5950      __imp__ClearStripChart@8                      cvi.lib
100F5950      __imp__OpenComConfig@32                       cvi.lib
100F5950      __imp___mbsstr                                cvi.lib
100F5950      __imp__CmtSetCurrentThreadPriority@4          cvi.lib
100F5950      __imp___mbstok                                cvi.lib
100F5950      __imp___UP_MultiplyCVITimeInterval@28         cvi.lib
100F5950      __imp___UP_GetTraceAttribute@20               cvi.lib
100F5950      __imp__OperateSplitter@12                     cvi.lib
100F5950      __imp___putenv                                cvi.lib
100F5950      __imp__ClientDDEExecute@12                    cvi.lib
100F5950      __imp__RTSystemSelectPopup@8                  cvi.lib
100F5950      __imp__PlotRectangle@48                       cvi.lib
100F5950      __imp___UP_InsertTabPage@16                   cvi.lib
100F5950      __imp__getc                                   cvi.lib
100F5950      __imp__isupper                                cvi.lib
100F5950      __imp__frexp                                  cvi.lib
100F5950      __imp__fscanf                                 cvi.lib
100F5950      __imp__CmtGetCurrentThreadPriority@4          cvi.lib
100F5950      __imp__fsetpos                                cvi.lib
100F5950      __imp__CmtFlushTSQ@12                         cvi.lib
100F5950      __imp__PrintCtrl@20                           cvi.lib
100F5950      __imp___UP_IncrementCVITimeInterval@20        cvi.lib
100F5950      __imp___UP_InsertAxisItem@28                  cvi.lib
100F5950      __imp__PointSet@12                            cvi.lib
100F5950      __imp___UP_InsertTableCellRangeRingItem@32      cvi.lib
100F5950      __imp__PointEqual@16                          cvi.lib
100F5950      __imp__CmtGetLockEx@16                        cvi.lib
100F5950      __imp__fputc                                  cvi.lib
100F5950      __imp__fputs                                  cvi.lib
100F5950      __imp___UP_InsertTableCellRingItem@24         cvi.lib
100F5950      __imp__CmtGetLockAttribute@12                 cvi.lib
100F5950      __imp__freopen                                cvi.lib
100F5950      __imp__isxdigit                               cvi.lib
100F5950      __imp___UP_GetTreeItemNumDescendents@16       cvi.lib
100F5950      __imp__CmtGetErrorMessage@8                   cvi.lib
100F5950      __imp__getchar                                cvi.lib
100F5950      __imp__PrintPanel@20                          cvi.lib
100F5950      __imp__CmtDiscardTSQ@4                        cvi.lib
100F5950      __imp__PlotY@40                               cvi.lib
100F5950      __imp__isgraph                                cvi.lib
100F5950      __imp__CloseCom@4                             cvi.lib
100F5950      __imp___UP_GetUDPSocketHandle@8               cvi.lib
100F5950      __imp___UP_GetUDPAttribute@12                 cvi.lib
100F5950      __imp__isprint                                cvi.lib
100F5950      __imp__ispunct                                cvi.lib
100F5950      __imp__CloseWinsock@4                         cvi.lib
100F5950      __imp__Cls@0                                  cvi.lib
100F5950      __imp__islower                                cvi.lib
100F5950      __imp__iscntrl                                cvi.lib
100F5950      __imp__isalpha                                cvi.lib
100F5950      __imp__PrintRTSystemInfo@4                    cvi.lib
100F5950      __imp__getenv                                 cvi.lib
100F5950      __imp___UP_IncrementCVIAbsoluteTime@20        cvi.lib
100F5950      __imp__CmtExitThreadPoolThread@4              cvi.lib
100F5950      __imp__gets                                   cvi.lib
100F5950      __imp__gmtime                                 cvi.lib
100F5950      __imp__isalnum                                cvi.lib
100F5950      __imp__PrintTextBuffer@8                      cvi.lib
100F5950      __imp__CmtDiscardThreadPool@4                 cvi.lib
100F5950      __imp__PrintTextFile@8                        cvi.lib
100F5950      __imp___UP_InsertTextBoxLine@16               cvi.lib
100F5950      __imp__CmtGetMainThreadID@0                   cvi.lib
100F5950      __imp__CmtGetThreadPoolFunctionAttribute@16      cvi.lib
100F5950      __imp___UP_InstallMenuCallback@16             cvi.lib
100F5950      __imp__fdopen                                 cvi.lib
100F5950      __imp___UP_IsListItemChecked@16               cvi.lib
100F5950      __imp__ClipboardPutBitmap@4                   cvi.lib
100F5950      __imp__feof                                   cvi.lib
100F5950      __imp___UP_InstallMenuDimmerCallback@8        cvi.lib
100F5950      __imp__lldiv                                  cvi.lib
100F5950      __imp__ferror                                 cvi.lib
100F5950      __imp__CmtGetThreadPoolAttribute@12           cvi.lib
100F5950      __imp__PlotStripChart@28                      cvi.lib
100F5950      __imp____JPrintf                              cvi.lib
100F5950      __imp__CmtInstallTSQCallback@28               cvi.lib
100F5950      __imp___UP_GetTreeItemFromTag@16              cvi.lib
100F5950      __imp__ClipboardGetTableVals@28               cvi.lib
100F5950      __imp__exp                                    cvi.lib
100F5950      __imp__ClipboardGetText_WithAlloc@16          cvi.lib
100F5950      __imp__localeconv                             cvi.lib
100F5950      __imp___UP_GetTreeItemLevel@16                cvi.lib
100F5950      __imp___UP_IsTreeItemExposed@16               cvi.lib
100F5950      __imp__CmtInstallThreadPoolCallback@20        cvi.lib
100F5950      __imp__RTControllerReboot@4                   cvi.lib
100F5950      __imp__PlotScaledIntensity@76                 cvi.lib
100F5950      __imp___UP_InstallMainCallback@12             cvi.lib
100F5950      __imp__llabs                                  cvi.lib
100F5950      __imp__fmod                                   cvi.lib
100F5950      __imp__CmtTerminateThreadPoolThread@12        cvi.lib
100F5950      __imp__CmtGetTSQAttribute@12                  cvi.lib
100F5950      __imp__PlotWaveform@72                        cvi.lib
100F5950      __imp__ldexp                                  cvi.lib
100F5950      __imp__PlotX@40                               cvi.lib
100F5950      __imp___UP_InsertTreeCellRingItem@24          cvi.lib
100F5950      __imp__ClipboardPutText@4                     cvi.lib
100F5950      __imp__labs                                   cvi.lib
100F5950      __imp__PlotXY@48                              cvi.lib
100F5950      __imp__CmtGetNumProcessors@0                  cvi.lib
100F5950      __imp__CmtGetTSQAttributeEx@16                cvi.lib
100F5950      __imp__PlotText@40                            cvi.lib
100F5950      __imp__fflush                                 cvi.lib
100F5950      __imp__RTControllerQuery@8                    cvi.lib
100F5950      __imp__PlotStripChartPoint@16                 cvi.lib
100F5950      __imp__CmtGetTSQWritePtr@12                   cvi.lib
100F5950      __imp__fgetc                                  cvi.lib
100F5950      __imp__ldiv                                   cvi.lib
100F5950      __imp__fgetpos                                cvi.lib
100F5950      __imp___UP_InstallComCallback@24              cvi.lib
100F5950      __imp__CmtGetTSQReadPtr@12                    cvi.lib
100F5950      __imp__ClipboardPutTableVals@24               cvi.lib
100F5950      __imp__asin                                   cvi.lib
100F5950      __imp__CompareCVITimeIntervals@36             cvi.lib
100F5950      __imp__read@12                                cvi.lib
100F5950      __imp____SwitchExecutionContext               cvi.lib
100F5950      __imp__ComSetEscape@8                         cvi.lib
100F5950      __imp__NIWatchdog_AddTriggerAction@12         cvi.lib
100F5950      __imp__ConnectToTCPServer@24                  cvi.lib
100F5950      __imp__ComRdTerm@16                           cvi.lib
100F5950      __imp__NIWatchdog_Start@4                     cvi.lib
100F5950      __imp__NIWatchdog_Whack@12                    cvi.lib
100F5950      __imp____UnregisterAtExitCleanup              cvi.lib
100F5950      __imp___UP_NIWatchdog_Whack@12                cvi.lib
100F5950      __imp__NIWatchdog_SetAttribute                cvi.lib
100F5950      __imp__ConnectToDDEServer@20                  cvi.lib
100F5950      __imp__NIWatchdog_Reset@4                     cvi.lib
100F5950      __imp___UP_PlotDigitalLinesMultiBus@32        cvi.lib
100F5950      __imp___UP_NewActiveXCtrl@32                  cvi.lib
100F5950      __imp____PROFILER_LeaveFunction               cvi.lib
100F5950      __imp__ComToFile@16                           cvi.lib
100F5950      __imp___UP_PlotIntensity@44                   cvi.lib
100F5950      __imp____SimulateRTShuttingDown               cvi.lib
100F5950      __imp____PROFILER_EnterFunction               cvi.lib
100F5950      __imp__rewind                                 cvi.lib
100F5950      __imp____dbggmtime                            cvi.lib
100F5950      __imp___UP_NIWatchdog_SetAttribute            cvi.lib
100F5950      __imp____dbgasctime                           cvi.lib
100F5950      __imp__ComBreak@8                             cvi.lib
100F5950      __imp__rand                                   cvi.lib
100F5950      __imp___UP_PlotPackedDigitalLinesMultiBus@32      cvi.lib
100F5950      __imp__NewActiveXCtrlFromPersistence          cvi.lib
100F5950      __imp___assert                                cvi.lib
100F5950      __imp___UP_NIWatchdog_Reset@4                 cvi.lib
100F5950      __imp__NewActiveXCtrlFromFile@28              cvi.lib
100F5950      __imp__NewActiveXCtrl@32                      cvi.lib
100F5950      __imp__ConnectToTCPServerEx@28                cvi.lib
100F5950      __imp___UP_PlotPackedDigitalLines@24          cvi.lib
100F5950      __imp___UP_NIWatchdog_Start@4                 cvi.lib
100F5950      __imp____UnregisterContextInfo                cvi.lib
100F5950      __imp__ComRdByte@4                            cvi.lib
100F5950      __imp__ComRd@12                               cvi.lib
100F5950      __imp__ClearFilePopupDirHistory@0             cvi.lib
100F5950      __imp___UP_GetTextBoxLineIndexFromOffset@16      cvi.lib
100F5950      __imp__NIWatchdog_Clear@4                     cvi.lib
100F5950      __imp__ComWrtByte@8                           cvi.lib
100F5950      __imp___UP_PlotBitmap@44                      cvi.lib
100F5950      __imp____SetDebugModuleFileName               cvi.lib
100F5950      __imp___UP_NewMenuItem@28                     cvi.lib
100F5950      __imp__ComWrt@12                              cvi.lib
100F5950      __imp__ClearDigitalGraph@8                    cvi.lib
100F5950      __imp__ConfigureProcessorPool@12              cvi.lib
100F5950      __imp__ClearListCtrl@8                        cvi.lib
100F5950      __imp__NIWatchdog_Disable@4                   cvi.lib
100F5950      __imp__NIWatchdog_ClearOutputs@4              cvi.lib
100F5950      __imp__RectOffset@12                          cvi.lib
100F5950      __imp__CompareCVITimeIntervalsWithTolerance@52      cvi.lib
100F5950      __imp___UP_OpenCom@8                          cvi.lib
100F5950      __imp__NIWatchdog_Close@4                     cvi.lib
100F5950      __imp__CompareStrings@20                      cvi.lib
100F5950      __imp____SetCurrentDebuggingLevel             cvi.lib
100F5950      __imp__NIWatchdog_Configure@28                cvi.lib
100F5950      __imp__ConfigurePrinter@20                    cvi.lib
100F5950      __imp__ClearCtrlArray@4                       cvi.lib
100F5950      __imp____RegisterContextInfo                  cvi.lib
100F5950      __imp___UP_NewMenu@12                         cvi.lib
100F5950      __imp____SetDimmingPattern                    cvi.lib
100F5950      __imp__ConfirmPopup@8                         cvi.lib
100F5950      __imp__NIWatchdog_Open@4                      cvi.lib
100F5950      __imp__CompareBytes@24                        cvi.lib
100F5950      __imp____SetXModemFlushesQs                   cvi.lib
100F5950      __imp__RectMove@12                            cvi.lib
100F5950      __imp___UP_NewBitmapEx@36                     cvi.lib
100F5950      __imp___UP_NewActiveXCtrlFromFile@28          cvi.lib
100F5950      __imp__CommitChangesToRTSystem                cvi.lib
100F5950      __imp___UP_GetTableSelection@12               cvi.lib
100F5950      __imp____SetUPErrorFile                       cvi.lib
100F5950      __imp____SetKludgeState                       cvi.lib
100F5950      __imp__CompareCVIAbsoluteTimesWithTolerance@52      cvi.lib
100F5950      __imp__NIWatchdog_Enable@4                    cvi.lib
100F5950      __imp____RegisterAtExitCleanup                cvi.lib
100F5950      __imp__NIWatchdog_GetAttribute@12             cvi.lib
100F5950      __imp__rename                                 cvi.lib
100F5950      __imp__CompareCVIAbsoluteTimes@36             cvi.lib
100F5950      __imp___UP_PlotDigitalLines@24                cvi.lib
100F5950      __imp__ComFromFile@16                         cvi.lib
100F5950      __imp__RectIntersection@36                    cvi.lib
100F5950      __imp___UP_NIWatchdog_Configure@28            cvi.lib
100F5950      __imp__NewCtrlArray@4                         cvi.lib
100F5950      __imp__CmtWaitForThreadPoolFunctionCompletion@12      cvi.lib
100F5950      __imp___mbschr                                cvi.lib
100F5950      __imp__RectEmpty@16                           cvi.lib
100F5950      __imp__MultiplyCVITimeInterval@28             cvi.lib
100F5950      __imp___mbscmp                                cvi.lib
100F5950      __imp___UP_NIWatchdog_Close@4                 cvi.lib
100F5950      __imp___UP_PlotStripChart@28                  cvi.lib
100F5950      __imp__putc                                   cvi.lib
100F5950      __imp__scanf                                  cvi.lib
100F5950      __imp___UP_NIWatchdog_Disable@4               cvi.lib
100F5950      __imp__CopyTabPage@24                         cvi.lib
100F5950      __imp__NIWatchdog_AddResetAction@4            cvi.lib
100F5950      __imp____PROFILER_BeginFunctionCall           cvi.lib
100F5950      __imp__CmtUninstallThreadPoolCallback@8       cvi.lib
100F5950      __imp___UP_GetTextBoxLineOffset@16            cvi.lib
100F5950      __imp___mbscat                                cvi.lib
100F5950      __imp___UP_PlotText@40                        cvi.lib
100F5950      __imp___mbscpy                                cvi.lib
100F5950      __imp___UP_NIWatchdog_Clear@4                 cvi.lib
100F5950      __imp__setbuf                                 cvi.lib
100F5950      __imp___UP_PlotWaveform@72                    cvi.lib
100F5950      __imp__NewMenuBar@4                           cvi.lib
100F5950      __imp___mbsinc                                cvi.lib
100F5950      __imp___mbsicmp                               cvi.lib
100F5950      __imp__CreateMetaFontWithCharacterSet@36      cvi.lib
100F5950      __imp__NewMenuItem@28                         cvi.lib
100F5950      __imp___UP_GetTableColumnFromLabel@24         cvi.lib
100F5950      __imp____NotifyLoadExternalModule             cvi.lib
100F5950      __imp___mbscspn                               cvi.lib
100F5950      __imp___UP_NIWatchdog_ClearOutputs@4          cvi.lib
100F5950      __imp__CreateMetaFontEx@32                    cvi.lib
100F5950      __imp__CmtUninstallTSQCallback@8              cvi.lib
100F5950      __imp__CmtTryToGetLock@8                      cvi.lib
100F5950      __imp__CmtWaitForThreadPoolFunctionCompletionEx@16      cvi.lib
100F5950      __imp__NewMenu@12                             cvi.lib
100F5950      __imp___mbsdec                                cvi.lib
100F5950      __imp__CopyTreeItem@32                        cvi.lib
100F5950      __imp___UP_OpenComConfig@32                   cvi.lib
100F5950      __imp__ColorRGBSelectPopup                    cvi.lib
100F5950      __imp__RectSameSize@32                        cvi.lib
100F5950      __imp__ClearAxisItems@12                      cvi.lib
100F5950      __imp__ClearLegend@8                          cvi.lib
100F5950      __imp___UP_PlotPolygon@36                     cvi.lib
100F5950      __imp___getmbcp                               cvi.lib
100F5950      __imp__NewBitmapEx@36                         cvi.lib
100F5950      __imp___UP_GetTableRowFromLabel@24            cvi.lib
100F5950      __imp__ConvertUICoordinates                   cvi.lib
100F5950      __imp__NIWatchdog_Acknowledge@8               cvi.lib
100F5950      __imp__CmtWriteTSQData@20                     cvi.lib
100F5950      __imp__puts                                   cvi.lib
100F5950      __imp___ismbblead                             cvi.lib
100F5950      __imp___UP_NIWatchdog_Open@4                  cvi.lib
100F5950      __imp___assert_func                           cvi.lib
100F5950      __imp___UP_PlotScaledIntensity@76             cvi.lib
100F5950      __imp__raise                                  cvi.lib
100F5950      __imp____PROFILER_EndFunctionCall             cvi.lib
100F5950      __imp___mbsbtype                              cvi.lib
100F5950      __imp___UP_GetTextBoxLineLength@16            cvi.lib
100F5950      __imp__putchar                                cvi.lib
100F5950      __imp___UP_NIWatchdog_Enable@4                cvi.lib
100F5950      __imp__CheckListItem@16                       cvi.lib
100F5950      __imp__RectEqual@32                           cvi.lib
100F5950      __imp___UP_NIWatchdog_GetAttribute@12         cvi.lib
100F5E8C      __imp___UP_GetScaledPanelDisplayBitmap@36      cvi.lib
100F5E90      __imp__GetFileDate@16                         cvi.lib
100F5E94      __imp__ProcessDrawEvents@0                    cvi.lib
100F5E98      __imp__GetFileInfo@8                          cvi.lib
100F5E9C      __imp__isdigit                                cvi.lib
100F5EA0      __imp__ProcessSystemEvents@0                  cvi.lib
100F5EA4      __imp__ProcessTCPEvents@0                     cvi.lib
100F5EA8      __imp__GetFirstFile@32                        cvi.lib
100F5EAC      __imp__isspace                                cvi.lib
100F5EB0      __imp__PromptPopup@16                         cvi.lib
100F5EB4      __imp__QueueUserEvent@12                      cvi.lib
100F5EB8      __imp__QuitUserInterface@4                    cvi.lib
100F5EBC      __imp__localtime                              cvi.lib
100F5EC0      __imp__malloc                                 cvi.lib
100F5EC4      __imp___UP_CVIAbsoluteTimeFromLocalCalendar@36      cvi.lib
100F5EC8      __imp__ReadLine@12                            cvi.lib
100F5ECC      __imp__memchr                                 cvi.lib
100F5ED0      __imp__memcmp                                 cvi.lib
100F5ED4      __imp___UP_CVIAbsoluteTimeFromTimeUnit@20      cvi.lib
100F5ED8      __imp__memcpy                                 cvi.lib
100F5EDC      __imp__memmove                                cvi.lib
100F5EE0      __imp__RectBottom@16                          cvi.lib
100F5EE4      __imp__memset                                 cvi.lib
100F5EE8      __imp___UP_CVIAbsoluteTimeToLocalCalendar@48      cvi.lib
100F5EEC      __imp__mktime                                 cvi.lib
100F5EF0      __imp__GetImageBits@40                        cvi.lib
100F5EF4      __imp__RectContainsPoint@24                   cvi.lib
100F5EF8      __imp__GetImageInfo@24                        cvi.lib
100F5EFC      __imp___UP_CVIAbsoluteTimeToTimeUnit@32       cvi.lib
100F5F00      __imp__pow                                    cvi.lib
100F5F04      __imp__printf                                 cvi.lib
100F5F08      __imp__RectGrow@12                            cvi.lib
100F5F0C      __imp__qsort                                  cvi.lib
100F5F10      __imp__realloc                                cvi.lib
100F5F14      __imp__remove                                 cvi.lib
100F5F18      __imp__RectRight@16                           cvi.lib
100F5F1C      __imp__setlocale                              cvi.lib
100F5F20      __imp__GetLabelFromIndex@16                   cvi.lib
100F5F24      __imp__snprintf                               cvi.lib
100F5F28      __imp__sprintf                                cvi.lib
100F5F2C      __imp___UP_CVI_CloseFile@4                    cvi.lib
100F5F30      __imp__sscanf                                 cvi.lib
100F5F34      __imp__strcat                                 cvi.lib
100F5F38      __imp__strchr                                 cvi.lib
100F5F3C      __imp__strcmp                                 cvi.lib
100F5F40      __imp___UP_GetTextDisplaySize@16              cvi.lib
100F5F44      __imp___UP_CVI_GetFileSize@8                  cvi.lib
100F5F48      __imp__strcpy                                 cvi.lib
100F5F4C      __imp___UP_GetTimerTickData@8                 cvi.lib
100F5F50      __imp___UP_CVI_GetFileTime@16                 cvi.lib
100F5F54      __imp__strftime                               cvi.lib
100F5F58      __imp__stricmp                                cvi.lib
100F5F5C      __imp__strlen                                 cvi.lib
100F5F60      __imp___UP_CVI_OpenFile@16                    cvi.lib
100F5F64      __imp__strncat                                cvi.lib
100F5F68      __imp__strncmp                                cvi.lib
100F5F6C      __imp__strncpy                                cvi.lib
100F5F70      __imp__GetModuleDir@8                         cvi.lib
100F5F74      __imp__GetMonitorAttribute@12                 cvi.lib
100F5F78      __imp___UP_GetTreeItem@32                     cvi.lib
100F5F7C      __imp__strstr                                 cvi.lib
100F5F80      __imp__GetMonitorFromPoint@12                 cvi.lib
100F5F84      __imp__strtod                                 cvi.lib
100F5F88      __imp__strtol                                 cvi.lib
100F5F8C      __imp__RemovePopup@4                          cvi.lib
100F5F90      __imp__RenameFile@8                           cvi.lib
100F5F94      __imp__strtoul                                cvi.lib
100F5F98      __imp__GetNextFile@4                          cvi.lib
100F5F9C      __imp___UP_GetTreeItemNumChildren@16          cvi.lib
100F5FA0      __imp__ReplaceListItem                        cvi.lib
100F5FA4      __imp__CloseCVIRTDll@4                        cvi.lib
100F5FA8      __imp___UP_GetTreeItemParent@16               cvi.lib
100F5FAC      __imp__time                                   cvi.lib
100F5FB0      __imp__tmpfile                                cvi.lib
100F5FB4      __imp___UP_GetTreeItemPathLength@20           cvi.lib
100F5FB8      __imp__CmtDiscardLock@4                       cvi.lib
100F5FBC      __imp__toupper                                cvi.lib
100F5FC0      __imp__GetNumListItems@12                     cvi.lib
100F5FC4      __imp__vfprintf                               cvi.lib
100F5FC8      __imp__CmtDiscardTSV@4                        cvi.lib
100F5FCC      __imp___UP_GetUserEvent@12                    cvi.lib
100F5FD0      __imp__CmtDiscardThreadLocalVar@4             cvi.lib
100F5FD4      __imp___UP_GetValueLengthFromIndex@16         cvi.lib
100F5FD8      __imp__vsprintf                               cvi.lib
100F5FDC      __imp__CmtGetCurrentThreadID@0                cvi.lib
100F5FE0      __imp__RunUserInterface@0                     cvi.lib
100F5FE4      __imp__CmtGetLock@4                           cvi.lib
100F5FE8      __imp__GetPanelAttribute@12                   cvi.lib
100F5FEC      __imp___UP_InsertTreeColumn@16                cvi.lib
100F5FF0      __imp___UP_InstallCtrlCallback@16             cvi.lib
100F5FF4      __imp__SetActiveCtrl@8                        cvi.lib
100F5FF8      __imp___UP_CmtDiscardLock@4                   cvi.lib
100F5FFC      __imp__CmtGetTSVPtr@8                         cvi.lib
100F6000      __imp__CmtGetThreadLocalVar@8                 cvi.lib
100F6004      __imp__SetActivePanel@4                       cvi.lib
100F6008      __imp___UP_CmtDiscardTSV@4                    cvi.lib
100F600C      __imp___UP_CmtDiscardThreadLocalVar@4         cvi.lib
100F6010      __imp___UP_InstallPanelCallback@12            cvi.lib
100F6014      __imp__GetProjectDir@4                        cvi.lib
100F6018      __imp__SetActiveTreeItem@16                   cvi.lib
100F601C      __imp__CmtNewLock@12                          cvi.lib
100F6020      __imp__CmtNewTSV@8                            cvi.lib
100F6024      __imp__CmtNewThreadLocalVar@20                cvi.lib
100F6028      __imp__GetRelativeMouseState@28               cvi.lib
100F602C      __imp___UP_CmtGetLock@4                       cvi.lib
100F6030      __imp__GetScaledCtrlDisplayBitmap@24          cvi.lib
100F6034      __imp__GetScaledPanelDisplayBitmap@36         cvi.lib
100F6038      __imp___UP_LoadPanel@12                       cvi.lib
100F603C      __imp__CmtReleaseLock@4                       cvi.lib
100F6040      __imp__SetBreakOnLibraryErrors@4              cvi.lib
100F6044      __imp___UP_LoadPanelEx@16                     cvi.lib
100F6048      __imp__CmtReleaseTSVPtr@4                     cvi.lib
100F604C      __imp___UP_MakeDateTime@32                    cvi.lib
100F6050      __imp___UP_CmtGetTSVPtr@8                     cvi.lib
100F6054      __imp___UP_MakeDir@4                          cvi.lib
100F6058      __imp___UP_CmtGetThreadLocalVar@8             cvi.lib
100F605C      __imp__CmtScheduleThreadPoolFunction@16       cvi.lib
100F6060      __imp__SetColumnWidthToWidestCellContents@12      cvi.lib
100F6064      __imp___UP_MessagePopup@8                     cvi.lib
100F6068      __imp__CmtSetTSV@8                            cvi.lib
100F606C      __imp__SetCtrlAttribute                       cvi.lib
100F6070      __imp___UP_CmtNewLock@12                      cvi.lib
100F6074      __imp__SetCtrlIndex@12                        cvi.lib
100F6078      __imp___UP_CmtNewTSV@8                        cvi.lib
100F607C      __imp__SetCtrlVal                             cvi.lib
100F6080      __imp___UP_CmtNewThreadLocalVar@20            cvi.lib
100F6084      __imp__SetEnableResourceTracking@4            cvi.lib
100F6088      __imp__GetSystemAttribute@8                   cvi.lib
100F608C      __imp___UP_CmtReleaseLock@4                   cvi.lib
100F6090      __imp___UP_CmtReleaseTSVPtr@4                 cvi.lib
100F6094      __imp___UP_CmtScheduleThreadPoolFunction@16      cvi.lib
100F6098      __imp__SetImageBits@40                        cvi.lib
100F609C      __imp___UP_NewBitmap@32                       cvi.lib
100F60A0      __imp___UP_NewCtrl@20                         cvi.lib
100F60A4      __imp___UP_CmtSetTSV@8                        cvi.lib
100F60A8      __imp___UP_NewCtrlMenuItem@24                 cvi.lib
100F60AC      __imp__SetPanelAttribute                      cvi.lib
100F60B0      __imp___UP_NewPanel@24                        cvi.lib
100F60B4      __imp__SetPanelPos@12                         cvi.lib
100F60B8      __imp__CopyBytes@20                           cvi.lib
100F60BC      __imp__CopyString@20                          cvi.lib
100F60C0      __imp__CreateMetaFont@28                      cvi.lib
100F60C4      __imp___UP_PointPinnedToRect@28               cvi.lib
100F60C8      __imp___UP_isdigit                            cvi.lib
100F60CC      __imp___UP_PostDeferredCall@8                 cvi.lib
100F60D0      __imp__GetTextDisplaySize@16                  cvi.lib
100F60D4      __imp__CurrThreadId@0                         cvi.lib
100F60D8      __imp___UP_PostDeferredCallToThread@12        cvi.lib
100F60DC      __imp___UP_isspace                            cvi.lib
100F60E0      __imp__GetTimerTickData@8                     cvi.lib
100F60E4      __imp___UP_localtime                          cvi.lib
100F60E8      __imp___UP_ProcessTCPEvents@0                 cvi.lib
100F60EC      __imp___UP_PromptPopup@16                     cvi.lib
100F60F0      __imp___UP_memchr                             cvi.lib
100F60F4      __imp___UP_memcmp                             cvi.lib
100F60F8      __imp__GetTreeColumnAttribute@20              cvi.lib
100F60FC      __imp___UP_memcpy                             cvi.lib
100F6100      __imp___UP_memmove                            cvi.lib
100F6104      __imp___UP_CopyBytes@20                       cvi.lib
100F6108      __imp__GetTreeItem@32                         cvi.lib
100F610C      __imp__Delay@8                                cvi.lib
100F6110      __imp___UP_memset                             cvi.lib
100F6114      __imp___UP_CopyString@20                      cvi.lib
100F6118      __imp__GetTreeItemAttribute@20                cvi.lib
100F611C      __imp___UP_mktime                             cvi.lib
100F6120      __imp___UP_CreateMetaFont@28                  cvi.lib
100F6124      __imp___UP_pow                                cvi.lib
100F6128      __imp___UP_ReadLine@12                        cvi.lib
100F612C      __imp___UP_qsort                              cvi.lib
100F6130      __imp___UP_remove                             cvi.lib
100F6134      __imp__GetTreeItemNumChildren@16              cvi.lib
100F6138      __imp__DeleteListItem@16                      cvi.lib
100F613C      __imp___UP_RectGrow@12                        cvi.lib
100F6140      __imp__GetTreeItemParent@16                   cvi.lib
100F6144      __imp__GetTreeItemPath@20                     cvi.lib
100F6148      __imp__GetTreeItemPathLength@20               cvi.lib
100F614C      __imp___UP_strcat                             cvi.lib
100F6150      __imp___UP_strchr                             cvi.lib
100F6154      __imp__SetTreeCellAttribute                   cvi.lib
100F6158      __imp___UP_strcmp                             cvi.lib
100F615C      __imp___UP_strcpy                             cvi.lib
100F6160      __imp__SetTreeColumnAttribute                 cvi.lib
100F6164      __imp___UP_strftime                           cvi.lib
100F6168      __imp__SetTreeItemAttribute                   cvi.lib
100F616C      __imp__GetUILErrorString@4                    cvi.lib
100F6170      __imp___UP_strlen                             cvi.lib
100F6174      __imp___UP_strncat                            cvi.lib
100F6178      __imp___UP_strncmp                            cvi.lib
100F617C      __imp__GetUserEvent@12                        cvi.lib
100F6180      __imp___UP_strncpy                            cvi.lib
100F6184      __imp__SetWaitCursor@4                        cvi.lib
100F6188      __imp__DisableBreakOnLibraryErrors@0          cvi.lib
100F618C      __imp__GetValueFromIndex@16                   cvi.lib
100F6190      __imp___UP_RenameFile@8                       cvi.lib
100F6194      __imp___UP_strstr                             cvi.lib
100F6198      __imp__GetValueLengthFromIndex@16             cvi.lib
100F619C      __imp___UP_strtod                             cvi.lib
100F61A0      __imp__GetWaitCursorState@0                   cvi.lib
100F61A4      __imp___UP_strtol                             cvi.lib
100F61A8      __imp___UP_strtoul                            cvi.lib
100F61AC      __imp__HidePanel@4                            cvi.lib
100F61B0      __imp__DiscardBitmap@4                        cvi.lib
100F61B4      __imp__InStandaloneExecutable@0               cvi.lib
100F61B8      __imp__DiscardCtrl@8                          cvi.lib
100F61BC      __imp___UP_time                               cvi.lib
100F61C0      __imp__SplitPath@16                           cvi.lib
100F61C4      __imp___UP_tmpfile                            cvi.lib
100F61C8      __imp__InitCVIRTDll@44                        cvi.lib
100F61CC      __imp___UP_toupper                            cvi.lib
100F61D0      __imp__InsertListItem                         cvi.lib
100F61D4      __imp__DiscardPanel@4                         cvi.lib
